%This dataset contains 600 examples of control charts synthetically
%generated by the process in the paper <em> Time-Series Similarity
%Queries Employing a Feature-Based Approach</em>. There are six
%different classes of control charts:
%
% 1. Normal
% 2. Cyclic
% 3. Increasing trend
% 4. Decreasing trend
% 5. Upward shift
% 6. Downward shift
@Relation SyntheticControl
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute  target {1,2,3,4,5,6}

@data
-1.1758466,1.2141488,-1.3119677,-1.5776438,-0.82628366,-1.297805,-1.3093766,0.095824083,-1.2789901,0.037524331,-0.22974175,-1.5635694,1.5978966,0.43122432,-1.2119453,0.46096308,-0.7338285,0.35911518,0.64337064,-0.93558097,-0.87969565,-0.084757926,0.22523186,1.0352156,1.1133903,0.28677049,-0.30977141,-1.3054899,1.794143,0.94437991,-0.38273443,-1.3544559,0.61957963,0.63277068,0.023803278,-0.31775082,-0.64419999,1.384013,-0.60418516,1.4563577,1.3181755,-1.1621256,-0.6293895,-0.27190602,1.2641158,0.60703635,-0.31483584,0.1954931,1.0340084,-0.71728079,1.6542236,-0.35808954,-0.76442114,-1.4896347,1.2500414,1.8274445,0.69925596,1.0108652,0.67796771,-0.85104633,1
0.51256479,0.41925489,1.2084088,1.0285632,1.3033793,-0.17835018,-0.50862504,-1.423431,0.22778509,1.5378139,-0.0042244254,-1.0567548,0.40821058,-1.4004726,-1.0152398,0.040216389,-1.1569443,0.84929753,0.89218318,-0.72165627,1.2948655,-1.3980739,0.86461195,0.34742736,-0.82677488,-0.91070107,-0.4775481,-0.53833132,-1.4901186,-1.3918796,1.2734622,-1.2565539,-0.76715144,-0.89520213,-0.15309852,0.85646711,-1.0221985,-1.2783262,0.70566883,0.84399943,-1.0614993,1.6043169,1.5365486,-0.93916849,0.35575672,-1.3020491,-0.48935681,0.40937037,0.86469103,-0.28104378,0.4310636,1.5624065,1.5031521,1.4259211,0.13526596,1.163599,-1.2906094,0.91978077,-1.0907312,-0.19993798,1
-0.27553181,0.79688086,1.1301918,1.5367202,0.4447444,-0.056488825,-2.1248576,-0.31039268,0.64037576,0.86884754,-0.59598241,-1.8844876,-1.2849255,0.12512764,0.2476057,0.83953491,-1.4870352,-1.7660183,-0.6587448,-0.089553733,1.3694714,-1.0678709,-1.0925012,0.45747647,0.88228517,0.25584788,0.8149046,-0.70268168,1.267262,-0.22784266,-0.916433,-1.7516507,1.0504319,-0.39364826,0.016792761,0.17858952,1.549324,-1.1544298,-0.83516581,-0.51776193,1.1922486,1.415076,0.62729091,-0.090515854,0.39740802,-0.0055925984,0.18272665,-1.8748343,1.2134474,-1.1968273,-1.5450832,0.64848965,-0.569492,1.0895582,0.33887896,0.9743602,-0.32841643,0.99780389,1.2888136,-0.033750687,1
0.93547487,0.88925153,-0.85763556,-1.0340855,-1.185071,-1.2839981,0.35761596,0.42072601,-1.3554977,-0.65846381,-1.1228483,1.4551445,-0.52595154,0.68268513,1.1927821,-0.33546515,0.98643078,-1.2184411,-0.070628843,-1.1194871,-0.34890999,1.368748,1.5109406,-0.62092584,-0.90966707,-1.2134127,0.54592429,-0.90829569,0.37993439,1.5786757,0.12496658,-0.55230341,1.1043151,0.051423348,0.87978637,1.3902867,1.2410759,0.40945924,-0.2432336,1.3735075,-0.60285599,-0.75591196,-0.99192255,-1.2338489,0.12190116,-0.79363816,1.6406026,-1.4147356,-0.35966585,-1.1735085,0.29816292,1.5714692,-0.14796352,1.0707568,0.52992494,1.1216051,-1.4740811,-0.51645949,1.2923276,-1.4969911,1
1.1635747,-0.54495806,0.68224061,-0.74587407,0.24898269,-1.3676874,0.027031354,-1.4698136,0.78910136,0.42142792,0.35981537,1.4681104,1.1733616,0.41863168,-1.3709602,-0.90001665,0.46718453,-1.087873,-0.39710701,0.3711592,-0.41251809,-0.2524335,0.6328616,-0.057332398,-1.0402734,0.62761865,-1.7078433,-1.0957215,-1.9656055,0.77477064,0.27758058,-1.7780987,0.12972953,0.26658628,1.1148948,1.3627431,1.208251,1.6800207,0.6484951,-0.54670571,0.46998077,-0.17737995,0.91057881,-1.6448326,-0.10165912,0.77651829,-0.82534441,-0.16536884,0.050831146,-1.3186896,0.73171494,0.036373328,1.2938858,1.1850231,0.36858539,1.5552704,-1.3480819,1.4024306,-1.8539149,-0.91927256,1
-0.86494695,1.4547793,-0.82180361,-1.5781655,-0.82012551,0.96664237,-0.50374999,1.0145493,-0.021405217,-0.13142887,-0.765858,-1.5687465,1.3292468,-0.60254122,0.92858745,-1.4845439,0.10970292,1.4343985,0.22340756,-0.92368037,1.4435469,-0.1596588,-0.7597952,-1.3317829,-0.2033976,0.11893246,0.10721284,-1.5037337,-0.27712563,1.5551674,0.3278556,-1.1930421,1.0445656,1.3691963,0.26625318,1.263828,-1.3550326,0.63289042,-1.1670045,1.1277668,-0.17744122,-0.16363752,0.67901104,0.28095007,-1.3476977,-0.32294852,1.2066915,-1.1403444,1.4951348,1.4739421,-1.2359689,-0.2067538,0.76042584,-0.020512036,0.32904651,0.2965672,0.83604849,-1.1812142,-1.6000349,1.3577744,1
1.3737633,-1.2752702,0.65525395,-0.069389692,-1.30873,1.2511836,0.88278058,-1.0997391,0.7098784,1.5644045,0.13968094,0.14690401,1.0975872,0.45672581,1.130569,1.0815212,-0.96467831,-1.0170455,0.10584937,0.32878191,-0.22598686,-1.2147239,-0.93190895,1.4501101,0.6695142,1.2511836,-0.88833154,-0.22773952,-0.85837706,1.6095752,-0.6395606,0.35297388,-0.10946178,1.232462,-1.1920987,-1.5193674,0.30148297,-0.90237935,-0.039355539,-0.50019788,-1.5277324,-1.5393371,-1.1920987,-0.22696941,-0.40024337,-0.72137777,1.5588544,-0.82093395,1.2532284,-0.34798235,1.5432398,-1.0866738,0.37257176,-0.80417749,1.4536419,0.66744288,-0.67652571,-1.1541511,1.5417793,-0.70039901,1
-1.2604231,1.4664641,-0.54797785,-1.6839889,0.99051098,0.21297006,0.72774199,-0.033511139,-1.1112524,0.21876929,-0.49561829,0.79172777,0.9629022,-1.0224049,-0.83205693,1.3627439,-1.6456974,-0.57211819,0.047400621,-1.6991946,0.026811963,-0.10260246,-0.051741258,1.4582231,-1.663428,-0.68555004,-1.029536,1.5177138,-0.12665955,0.25983561,0.78551232,-1.7015254,1.0597965,0.78307054,0.87721787,1.392295,0.015907189,0.96373463,0.66558755,-0.10443379,0.9690344,-1.5560174,1.2907946,-0.16139945,-0.78813261,-1.0841431,-0.7179314,-0.80036927,-0.28437644,-0.90583758,1.3266721,-0.89451659,0.64042056,1.5468764,0.23192161,1.2399612,1.5273144,-1.1192992,-0.58923841,-0.088950678,1
-1.3433266,0.19068312,-0.91542969,0.49399862,0.052806913,1.3241765,-1.484093,-0.45504119,0.66080693,0.21827662,-0.62820787,1.6249365,-0.32334081,-0.63435328,-0.57636738,-0.5005233,0.15782648,-0.22960811,-0.091975277,0.50774973,0.023327203,0.94845467,-1.3388545,-1.8056318,0.73686397,-0.8665098,-0.38053571,1.0074445,-1.4506887,1.1907724,0.82122645,1.0277974,-1.7701892,0.35858666,1.7476013,-1.8385797,-0.48187411,0.87227594,-0.53894732,-0.62820787,-0.11263237,0.98411022,-0.26447265,-1.443874,0.45879942,-0.5301247,1.6550855,-0.5845207,0.08386861,1.0277974,0.17893992,-0.93645186,1.0455643,1.4640606,1.7552982,-1.6159151,0.40820627,1.2855091,-1.3547352,0.81216045,1
-0.71119903,-1.2938879,1.3946045,0.26361177,0.68307352,-1.5364961,1.0196171,0.45098952,1.7132598,1.2322472,-0.95447409,-0.62291723,0.39297577,1.2192586,1.0097307,0.25189884,-0.85961102,-1.3672386,-0.40095157,1.4755222,-1.6309533,0.1588623,1.5622674,1.8068182,-1.1395035,0.067275368,1.1012886,-1.3566854,0.38401712,0.49059311,-0.28831617,0.45313496,-0.27808186,-1.4070451,-0.24433473,-0.60534785,-0.013091509,-0.82276171,-1.5211881,-1.5746211,-0.49653945,1.3770351,0.45704893,0.56055172,0.048459314,0.53883643,-1.5646187,-1.2352073,-0.76506687,-0.70629932,-0.14755817,-0.26987702,-0.14393412,-0.84937671,0.17045925,1.4072742,0.97502679,1.4973245,1.2363931,-0.59227229,1
0.9984377,0.010590931,0.051387125,1.2322716,1.2478458,-0.36688413,0.10373305,0.90116083,-0.26241279,0.84944889,-0.92887927,-1.7703283,-1.0793841,-1.2425689,-0.68633487,-1.7017191,-1.5173919,0.92949764,-0.31078936,1.1734479,0.01445003,-1.1181681,-1.364737,1.3662926,-0.90183801,0.52553262,0.057148209,-1.2216195,-0.67845128,0.14604532,0.97870116,1.335723,-1.8431275,-0.38003263,1.2780295,1.1716286,-0.87642308,0.5380747,1.1986698,0.75065595,0.16738063,1.3356127,0.42216389,1.1401493,-0.59068433,-1.2946943,0.87808892,-1.0305941,1.3660721,0.85843508,0.54333961,0.47136741,-1.5424761,-1.1605631,0.30787941,-0.3585595,0.45799838,-0.349656,1.2071598,-1.4361028,1
0.53038133,-0.66850474,0.55508483,1.1755907,0.24720497,-0.39225596,1.2602252,-1.4327802,0.7723459,0.15107358,-0.59542601,0.60531724,0.12510248,1.0519553,-0.14012111,0.30383435,1.6951011,0.50494086,-1.0877862,-1.0522638,1.046767,1.1423383,1.1788334,0.12530883,0.7198436,-0.22620012,1.1712573,-0.1415361,1.2598125,-1.2239502,-0.77135736,1.3229273,0.069681746,1.1130065,-0.83196642,-0.71593663,-0.47494488,-1.1516379,0.62035159,1.7585107,-0.81041719,-1.2814345,0.79560492,-1.4432748,-1.5996025,-1.145919,0.91133992,0.97239116,1.7999878,-0.76507831,0.10116544,-1.5782597,0.87366561,-1.0112289,0.41576654,-1.1324765,-1.4381749,-0.73335879,-1.3606743,-1.1701508,1
1.2096424,1.3580397,1.7279186,-1.2843119,-0.35716895,1.6924039,-0.50990787,-0.11088213,-1.3183214,0.76864748,-1.4118693,-0.31051078,1.011432,-0.90294215,1.3982144,-1.575115,-0.93006294,-0.77645568,-0.2467176,-0.45569525,-1.3525625,-0.20133298,0.138357,-1.0793864,-0.77029055,0.99994116,0.89397618,-0.30943984,-1.326831,-0.35247998,0.33700154,0.51749803,0.98952123,-0.62533763,1.5144835,0.9217048,0.78992152,0.26122544,-1.538761,-0.59355682,-0.2093216,0.25529186,0.23178911,0.16258336,1.0666867,0.65726992,0.95444077,0.596458,1.6256585,-0.77147727,0.93840564,-0.15638253,-1.3522441,1.5119364,1.0125898,0.5140826,-1.3830697,-0.90242116,-1.4959524,-1.446313,1
0.72456891,0.99242603,-1.0903817,0.1026595,-0.68156508,-1.2088421,-1.9198827,0.84306022,0.11217837,1.4926918,-0.71549921,-0.24181211,1.1060034,0.47692393,-0.27596258,0.11094215,-1.3850957,1.5062902,-0.14986854,1.2533294,-1.9581127,-1.5521703,0.84985941,1.0566475,-0.3848114,-0.2085579,-0.069081815,1.2251746,1.5070937,-0.69269102,0.72082936,0.7342114,1.3896223,-0.26857619,-1.5439803,1.6809675,1.6599518,-0.58362586,-1.8174931,1.6331877,-0.6102045,-1.2259946,-0.39003442,0.4824869,-0.30047056,-0.33338481,-0.59373192,-0.39365035,0.14428908,-1.2107892,0.35447672,-0.96858355,-0.31317268,0.26584003,0.064738576,0.15485873,-1.562369,0.15655853,0.72741221,1.1211161,1
-0.26884778,1.9117344,-1.1483352,-0.2987102,-1.1321375,0.20332244,0.91708121,1.633279,1.9415655,0.067112274,-1.3181601,-1.1244452,0.4855614,1.235843,0.34237813,-0.78660901,0.071490011,-0.077227973,-0.8321062,-0.022318642,0.1541667,-1.036953,-0.014626332,1.2481319,0.085154805,-0.34980465,-1.0098423,1.043504,-1.0394859,0.78043327,-1.6311683,-1.0436134,0.23856322,-1.5591858,-0.11715919,-1.0576222,0.078963434,0.76595547,-1.3066842,0.094348053,0.44134626,-1.4796048,0.59337882,-0.025070362,-0.44420742,-0.19871018,1.1505397,-0.66065525,0.80238449,1.9876256,-1.1627817,-1.0426754,0.14003287,1.7061683,-0.53079281,-0.059873373,0.64437945,-1.2808243,1.2481319,2.0476631,1
-1.4843512,-0.78500279,0.18250579,-1.2911013,0.44460404,0.24962637,0.21530468,-0.551545,0.20616785,-0.84049733,0.015612172,1.8749576,-0.90340091,1.8799067,-0.11944896,1.8846509,-0.31712082,-0.011476194,0.81066304,0.55869731,-1.194081,0.94797909,-1.20354,-1.1601108,0.46653829,-1.3030202,-0.51649119,1.5490187,0.69311417,0.1073612,-0.85221122,-0.86383726,0.44147057,-0.94211531,-0.51476339,-0.48337017,-1.3748556,-0.45390974,-1.3783991,0.86097419,0.18350147,0.73376136,1.1804705,-1.1677541,1.8584118,-0.4660629,0.38738169,0.19038338,1.1567206,1.1631632,-0.28593259,-1.1764516,1.7418293,1.6465661,-1.1494511,-1.1084818,0.82700391,-0.35153036,0.9370266,-1.1450584,1
-1.2697409,-1.0432077,0.94556118,-0.077905942,-0.10477863,-1.453267,1.5185379,0.48780349,0.1967324,0.98271111,-1.4022875,-1.458148,1.4318999,0.53769829,-1.047004,0.11587028,-0.52251201,-1.3346855,-0.029204277,-0.35004955,0.63925048,-0.58753796,0.56318803,1.512057,-0.078610978,1.5995898,-1.0701888,-0.61533261,0.85534379,0.10841318,-1.1084505,-1.5407185,1.5318793,0.45773102,-0.79804521,0.597328,0.37090322,0.27081534,0.60690021,1.5037864,-1.5185912,0.54984659,-1.4661203,1.648183,-0.062666334,0.36084291,-0.55589272,1.6665953,-0.12500772,-1.3107685,-0.63973768,0.29410862,0.89257507,-0.51285845,-1.502267,1.4550847,-1.2866889,1.2542581,0.30148437,-0.38470474,1
-1.3452603,-1.1920018,0.44164874,1.25128,0.04012429,-0.70714923,1.0880606,1.0108488,-0.30329474,-1.5682453,0.071142971,0.63212965,1.2447559,1.1567386,0.051046361,1.0959827,1.1408943,0.62409101,-1.370483,-0.47003835,1.4051793,-1.7015237,-1.3703956,-0.88941674,1.381675,-0.68128576,1.4064608,-0.22223841,1.4983518,-0.096241404,-0.49112523,1.4152567,1.1751168,-0.67528591,0.77866015,0.32878734,-0.68845064,0.63137239,-1.4261127,0.16183985,0.53190873,1.1169531,0.81104773,0.55596641,0.57297571,-0.20639413,0.96794692,-1.2833394,-0.44801946,-1.6692235,0.24024575,-1.2676116,-1.0224621,-1.8062299,-0.96182279,0.72227314,-0.30201322,-1.5248191,0.4286005,-0.28887761,1
1.7991374,-0.5509656,0.89764701,-0.51988959,0.21620142,-1.5060518,-0.13886659,0.78749736,0.12357775,-0.33009376,-1.4196306,-1.6259028,1.7086131,0.94367258,1.82681,-0.86458834,-0.8824642,0.25592909,0.0064304324,0.70502031,-0.87683425,-0.68013618,0.34645346,-0.19949184,0.39104769,-0.67711446,-1.8346241,0.42880329,-0.037623066,-0.82228425,1.7348861,-0.89623688,-0.19437082,1.2270145,0.33627504,-1.1332352,-0.32096499,0.59862395,0.49957515,-1.3538843,-1.0875595,1.3901874,0.89249419,-1.7378018,1.0071923,1.4351633,0.22752492,0.061075855,1.5578133,0.30860244,0.51325241,1.5558413,-0.67431539,-0.88046032,0.50320122,-1.6691293,-0.51416423,0.81691938,-0.91796145,-0.75583822,1
0.075423833,0.0021874503,-1.5397877,1.2386654,-1.4983125,1.2410665,0.092777909,-1.1281741,1.3771432,-1.526472,1.4195188,0.43464775,-0.054922739,-0.9917154,-0.36104755,1.2834421,-0.32606653,0.33887289,-1.665059,0.83253632,-0.26865619,1.2378468,0.87043697,1.4422756,0.014711854,-0.86505247,-1.0354007,-1.2285876,0.95488801,-0.67445779,1.2934835,-0.18649719,-0.93299532,0.81881132,0.84055849,1.4110055,-0.71505978,0.78775953,1.3552051,-1.6992214,1.0852619,-1.1522133,-1.6371997,-0.54880446,-0.86213284,0.44247891,-1.0332997,0.25930609,1.4552911,0.56191097,-1.1304934,1.0046036,0.71089407,-0.39130803,0.85409248,-0.57336211,0.19968556,-0.19932175,-0.28208104,-1.4290872,1
1.1604609,1.2284708,0.02659557,-0.91348817,-0.90552686,0.80415004,-1.3064154,0.1881085,-0.74037205,-1.2301055,-0.21453045,0.0617439,-1.3353528,-1.5587494,-1.559794,-0.26099964,-0.79426616,1.2377026,1.3483139,-1.044031,1.7030721,-0.48210946,1.1134836,0.45591337,0.210722,-0.82774882,0.62188689,0.15380712,1.757305,-0.10950893,1.3232161,0.63526866,-0.13864393,-1.3942157,0.11815062,-1.1607687,1.7172726,-1.6136881,0.4769459,-1.0131174,0.024534664,-0.050843683,0.95312814,1.6038663,-0.44967136,-1.1654269,0.68936039,-0.6817915,-0.41172811,-0.61428977,-1.3335742,1.6186879,1.637349,0.63069515,-0.88415554,0.35659463,1.2163313,-0.81831947,-0.15160223,0.091697618,1
